Type of crime,Region,Year,The number of crimes,The number of crimes (cases per 100.000 population),is_federal_level
Robbery with violence,Vladimir Oblast,2021,21.0,1.5,False
Robbery with violence,Voronezh Oblast,2021,75.0,3.2,False
Robbery with violence,Ivanovo Oblast,2021,38.0,4.0,False
Robbery with violence,Kaluga Oblast,2021,42.0,4.0,False
Robbery with violence,Kostroma Oblast,2021,19.0,3.2,False
Robbery with violence,Kursk Oblast,2021,20.0,1.8,False
Robbery with violence,Lipetsk Oblast,2021,21.0,1.8,False
Robbery with violence,Moscow Oblast,2021,281.0,3.3,False
Robbery with violence,Oryol Oblast,2021,16.0,2.2,False
Robbery with violence,Ryazan Oblast,2021,20.0,1.8,False
Robbery with violence,Smolensk Oblast,2021,27.0,3.0,False
Robbery with violence,Tambov Oblast,2021,17.0,1.7,False
Robbery with violence,Tver Oblast,2021,30.0,2.4,False
Robbery with violence,Tula Oblast,2021,36.0,2.4,False
Robbery with violence,Yaroslavl Oblast,2021,30.0,2.5,False
Robbery with violence,Moscow,2021,359.0,2.8,False
Robbery with violence,Republic of Karelia,2021,25.0,4.6,False
Robbery with violence,Komi Republic,2021,22.0,2.9,False
Robbery with violence,Arkhangelsk Oblast,2021,48.0,4.8,False
Robbery with violence,Nenets Autonomous Okrug,2021,0.0,0.0,False
Robbery with violence,Vologda Oblast,2021,31.0,2.7,False
Robbery with violence,Kaliningrad Oblast,2021,17.0,1.7,False
Robbery with violence,Leningrad Oblast,2021,71.0,3.6,False
Robbery with violence,Murmansk Oblast,2021,17.0,2.5,False
Robbery with violence,Novgorod Oblast,2021,14.0,2.4,False
Robbery with violence,Pskov Oblast,2021,21.0,3.5,False
Robbery with violence,Saint Petersburg,2021,219.0,3.9,False
Robbery with violence,Republic of Dagestan,2021,31.0,1.0,False
Robbery with violence,Republic of Ingushetia,2021,7.0,1.4,False
Robbery with violence,Kabardino-Balkar Republic,2021,12.0,1.3,False
Robbery with violence,Karachay-Cherkess Republic,2021,9.0,1.9,False
Robbery with violence,Republic of North Ossetia-Alania,2021,8.0,1.2,False
Robbery with violence,Chechen Republic,2021,2.0,0.1,False
Robbery with violence,Stavropol Krai,2021,64.0,2.2,False
Robbery with violence,Republic of Adygea,2021,11.0,2.2,False
Robbery with violence,Republic of Kalmykia,2021,2.0,0.7,False
Robbery with violence,Republic of Crimea,2021,53.0,2.7,False
Robbery with violence,Krasnodar Krai,2021,140.0,2.4,False
Robbery with violence,Astrakhan Oblast,2021,23.0,2.4,False
Robbery with violence,Volgograd Oblast,2021,105.0,4.2,False
Robbery with violence,Rostov Oblast,2021,106.0,2.5,False
Robbery with violence,Sevastopol,2021,12.0,2.3,False
Robbery with violence,Republic of Bashkortostan,2021,114.0,2.8,False
Robbery with violence,Mari El Republic,2021,24.0,3.5,False
Robbery with violence,Republic of Mordovia,2021,11.0,1.4,False
Robbery with violence,Republic of Tatarstan,2021,111.0,2.8,False
Robbery with violence,Udmurt Republic,2021,70.0,4.8,False
Robbery with violence,Chuvash Republic,2021,15.0,1.3,False
Robbery with violence,Perm Krai,2021,71.0,2.8,False
Robbery with violence,Kirov Oblast,2021,32.0,2.7,False
Robbery with violence,Nizhny Novgorod Oblast,2021,83.0,2.6,False
Robbery with violence,Orenburg Oblast,2021,38.0,2.0,False
Robbery with violence,Penza Oblast,2021,19.0,1.5,False
Robbery with violence,Samara Oblast,2021,95.0,3.0,False
Robbery with violence,Saratov Oblast,2021,47.0,1.9,False
Robbery with violence,Ulyanovsk Oblast,2021,39.0,3.2,False
Robbery with violence,Kurgan Oblast,2021,40.0,5.1,False
Robbery with violence,Sverdlovsk Oblast,2021,186.0,4.3,False
Robbery with violence,Tyumen Oblast,2021,45.0,2.8,False
Robbery with violence,Khanty–Mansi Autonomous Okrug – Yugra,2021,34.0,2.0,False
Robbery with violence,Yamalo-Nenets Autonomous Okrug,2021,8.0,1.6,False
Robbery with violence,Chelyabinsk Oblast,2021,159.0,4.6,False
Robbery with violence,Altai Republic,2021,3.0,1.4,False
Robbery with violence,Republic of Buryatia,2021,47.0,4.8,False
Robbery with violence,Tuva Republic,2021,34.0,10.2,False
Robbery with violence,Republic of Khakassia,2021,17.0,3.2,False
Robbery with violence,Altai Krai,2021,50.0,2.3,False
Robbery with violence,Zabaykalsky Krai,2021,37.0,3.6,False
Robbery with violence,Krasnoyarsk Krai,2021,89.0,3.1,False
Robbery with violence,Irkutsk Oblast,2021,122.0,5.1,False
Robbery with violence,Kemerovo Oblast,2021,89.0,3.4,False
Robbery with violence,Novosibirsk Oblast,2021,125.0,4.5,False
Robbery with violence,Omsk Oblast,2021,72.0,3.8,False
Robbery with violence,Tomsk Oblast,2021,27.0,2.5,False
Robbery with violence,Sakha (Yakutia) Republic,2021,30.0,3.0,False
Robbery with violence,Kamchatka Krai,2021,6.0,2.0,False
Robbery with violence,Primorsky Krai,2021,78.0,4.2,False
Robbery with violence,Khabarovsk Krai,2021,52.0,4.0,False
Robbery with violence,Amur Oblast,2021,42.0,5.4,False
Robbery with violence,Magadan Oblast,2021,5.0,3.6,False
Robbery with violence,Sakhalin Oblast,2021,21.0,4.5,False
Robbery with violence,Jewish Autonomous Oblast,2021,12.0,7.9,False
Robbery with violence,Chukotka Autonomous Okrug,2021,0.0,0.0,False
Extortion,Russian Federation,2021,6556.0,4.4,True
Extortion,Belgorod Oblast,2021,77.0,5.0,False
Extortion,Bryansk Oblast,2021,26.0,2.2,False
Extortion,Vladimir Oblast,2021,46.0,3.4,False
Extortion,Voronezh Oblast,2021,100.0,4.3,False
Extortion,Ivanovo Oblast,2021,60.0,6.4,False
Extortion,Kaluga Oblast,2021,68.0,6.4,False
Extortion,Kostroma Oblast,2021,21.0,3.6,False
Extortion,Kursk Oblast,2021,48.0,4.4,False
Extortion,Lipetsk Oblast,2021,34.0,3.0,False
Extortion,Moscow Oblast,2021,132.0,1.6,False
Extortion,Oryol Oblast,2021,16.0,2.2,False
Extortion,Ryazan Oblast,2021,1.0,0.1,False
Extortion,Smolensk Oblast,2021,67.0,7.4,False
Extortion,Tambov Oblast,2021,45.0,4.5,False
Extortion,Tver Oblast,2021,77.0,6.2,False
Extortion,Tula Oblast,2021,31.0,2.1,False
Extortion,Yaroslavl Oblast,2021,32.0,2.6,False
Extortion,Moscow,2021,379.0,2.9,False
Extortion,Republic of Karelia,2021,66.0,12.2,False
Extortion,Komi Republic,2021,98.0,13.1,False
Extortion,Arkhangelsk Oblast,2021,113.0,11.3,False
Extortion,Nenets Autonomous Okrug,2021,1.0,2.4,False
Extortion,Vologda Oblast,2021,74.0,6.4,False
Extortion,Kaliningrad Oblast,2021,26.0,2.5,False
Extortion,Leningrad Oblast,2021,64.0,3.2,False
Extortion,Murmansk Oblast,2021,62.0,9.1,False
Extortion,Novgorod Oblast,2021,52.0,8.8,False
Extortion,Pskov Oblast,2021,25.0,4.1,False
Extortion,Saint Petersburg,2021,128.0,2.3,False
Extortion,Republic of Dagestan,2021,53.0,1.7,False
Extortion,Republic of Ingushetia,2021,3.0,0.6,False
Extortion,Kabardino-Balkar Republic,2021,18.0,2.0,False
Extortion,Karachay-Cherkess Republic,2021,41.0,8.7,False
Extortion,Republic of North Ossetia-Alania,2021,25.0,3.6,False
Extortion,Chechen Republic,2021,4.0,0.3,False
Extortion,Stavropol Krai,2021,140.0,4.8,False
Extortion,Republic of Adygea,2021,13.0,2.7,False
Extortion,Republic of Kalmykia,2021,9.0,3.3,False
Extortion,Republic of Crimea,2021,39.0,2.0,False
Extortion,Krasnodar Krai,2021,211.0,3.6,False
Extortion,Astrakhan Oblast,2021,35.0,3.6,False
Extortion,Volgograd Oblast,2021,171.0,6.8,False
Extortion,Rostov Oblast,2021,136.0,3.2,False
Extortion,Sevastopol,2021,20.0,3.8,False
Extortion,Republic of Bashkortostan,2021,174.0,4.2,False
Extortion,Mari El Republic,2021,36.0,5.3,False
Extortion,Republic of Mordovia,2021,48.0,6.1,False
Extortion,Republic of Tatarstan,2021,260.0,6.5,False
Extortion,Udmurt Republic,2021,142.0,9.7,False
Extortion,Chuvash Republic,2021,38.0,3.2,False
Extortion,Perm Krai,2021,115.0,4.5,False
Extortion,Kirov Oblast,2021,141.0,12.0,False
Extortion,Nizhny Novgorod Oblast,2021,169.0,5.4,False
Extortion,Orenburg Oblast,2021,126.0,6.7,False
Extortion,Penza Oblast,2021,54.0,4.2,False
Extortion,Samara Oblast,2021,121.0,3.8,False
Extortion,Saratov Oblast,2021,81.0,3.3,False
Extortion,Ulyanovsk Oblast,2021,45.0,3.7,False
Extortion,Kurgan Oblast,2021,60.0,7.6,False
Extortion,Sverdlovsk Oblast,2021,75.0,1.7,False
Extortion,Tyumen Oblast,2021,172.0,10.8,False
Extortion,Khanty–Mansi Autonomous Okrug – Yugra,2021,110.0,6.5,False
Extortion,Yamalo-Nenets Autonomous Okrug,2021,37.0,7.3,False
Extortion,Chelyabinsk Oblast,2021,284.0,8.2,False
Extortion,Altai Republic,2021,10.0,4.7,False
Extortion,Republic of Buryatia,2021,71.0,7.2,False
Extortion,Tuva Republic,2021,4.0,1.2,False
Extortion,Republic of Khakassia,2021,64.0,11.9,False
Extortion,Altai Krai,2021,134.0,6.1,False
Extortion,Zabaykalsky Krai,2021,39.0,3.8,False
Extortion,Krasnoyarsk Krai,2021,180.0,6.3,False
Extortion,Irkutsk Oblast,2021,62.0,2.6,False
Extortion,Kemerovo Oblast,2021,138.0,5.3,False
Extortion,Novosibirsk Oblast,2021,159.0,5.7,False
Extortion,Omsk Oblast,2021,28.0,1.5,False
Extortion,Tomsk Oblast,2021,59.0,5.5,False
Extortion,Sakha (Yakutia) Republic,2021,47.0,4.8,False
Extortion,Kamchatka Krai,2021,10.0,3.4,False
Extortion,Primorsky Krai,2021,85.0,4.6,False
Extortion,Khabarovsk Krai,2021,36.0,2.8,False
Extortion,Amur Oblast,2021,71.0,9.2,False
Extortion,Magadan Oblast,2021,4.0,2.9,False
Extortion,Sakhalin Oblast,2021,21.0,4.5,False
Extortion,Jewish Autonomous Oblast,2021,14.0,9.2,False
Extortion,Chukotka Autonomous Okrug,2021,2.0,4.2,False
Hooliganism,Russian Federation,2021,1679.0,1.1,True
Hooliganism,Belgorod Oblast,2021,1.0,0.1,False
Hooliganism,Bryansk Oblast,2021,11.0,0.9,False
Hooliganism,Vladimir Oblast,2021,6.0,0.4,False
Hooliganism,Voronezh Oblast,2021,8.0,0.3,False
Hooliganism,Ivanovo Oblast,2021,16.0,1.7,False
Hooliganism,Kaluga Oblast,2021,26.0,2.5,False
Hooliganism,Kostroma Oblast,2021,4.0,0.7,False
Hooliganism,Kursk Oblast,2021,3.0,0.3,False
Hooliganism,Lipetsk Oblast,2021,4.0,0.3,False
Hooliganism,Moscow Oblast,2021,115.0,1.4,False
Hooliganism,Oryol Oblast,2021,10.0,1.4,False
Hooliganism,Ryazan Oblast,2021,1.0,0.1,False
Hooliganism,Smolensk Oblast,2021,13.0,1.4,False
Hooliganism,Tambov Oblast,2021,19.0,1.9,False
Hooliganism,Tver Oblast,2021,15.0,1.2,False
Hooliganism,Tula Oblast,2021,8.0,0.5,False
Hooliganism,Yaroslavl Oblast,2021,11.0,0.9,False
Hooliganism,Moscow,2021,274.0,2.1,False
Hooliganism,Republic of Karelia,2021,17.0,3.1,False
Hooliganism,Komi Republic,2021,7.0,0.9,False
Hooliganism,Arkhangelsk Oblast,2021,9.0,0.9,False
Hooliganism,Nenets Autonomous Okrug,2021,1.0,2.4,False
Hooliganism,Vologda Oblast,2021,6.0,0.5,False
Hooliganism,Kaliningrad Oblast,2021,7.0,0.7,False
Hooliganism,Leningrad Oblast,2021,57.0,2.9,False
Hooliganism,Murmansk Oblast,2021,5.0,0.7,False
Hooliganism,Novgorod Oblast,2021,14.0,2.4,False
Hooliganism,Pskov Oblast,2021,2.0,0.3,False
Hooliganism,Saint Petersburg,2021,144.0,2.6,False
Hooliganism,Republic of Dagestan,2021,24.0,0.8,False
Hooliganism,Republic of Ingushetia,2021,2.0,0.4,False
Hooliganism,Kabardino-Balkar Republic,2021,2.0,0.2,False
Hooliganism,Karachay-Cherkess Republic,2021,2.0,0.4,False
Hooliganism,Republic of North Ossetia-Alania,2021,6.0,0.9,False
Hooliganism,Chechen Republic,2021,2.0,0.1,False
Hooliganism,Stavropol Krai,2021,31.0,1.1,False
Hooliganism,Republic of Adygea,2021,0.0,0.0,False
Hooliganism,Republic of Kalmykia,2021,3.0,1.1,False
Hooliganism,Republic of Crimea,2021,8.0,0.4,False
Hooliganism,Krasnodar Krai,2021,66.0,1.1,False
Hooliganism,Astrakhan Oblast,2021,23.0,2.4,False
Hooliganism,Volgograd Oblast,2021,48.0,1.9,False
Hooliganism,Rostov Oblast,2021,23.0,0.5,False
Hooliganism,Sevastopol,2021,5.0,0.9,False
Hooliganism,Republic of Bashkortostan,2021,18.0,0.4,False
Hooliganism,Mari El Republic,2021,6.0,0.9,False
Hooliganism,Republic of Mordovia,2021,4.0,0.5,False
Hooliganism,Republic of Tatarstan,2021,31.0,0.8,False
Hooliganism,Udmurt Republic,2021,10.0,0.7,False
Hooliganism,Chuvash Republic,2021,15.0,1.3,False
Hooliganism,Perm Krai,2021,11.0,0.4,False
Hooliganism,Kirov Oblast,2021,16.0,1.4,False
Hooliganism,Nizhny Novgorod Oblast,2021,21.0,0.7,False
Hooliganism,Orenburg Oblast,2021,7.0,0.4,False
Hooliganism,Penza Oblast,2021,1.0,0.1,False
Hooliganism,Samara Oblast,2021,17.0,0.5,False
Hooliganism,Saratov Oblast,2021,10.0,0.4,False
Hooliganism,Ulyanovsk Oblast,2021,4.0,0.3,False
Hooliganism,Kurgan Oblast,2021,15.0,1.9,False
Hooliganism,Sverdlovsk Oblast,2021,16.0,0.4,False
Hooliganism,Tyumen Oblast,2021,9.0,0.6,False
Hooliganism,Khanty–Mansi Autonomous Okrug – Yugra,2021,29.0,1.7,False
Hooliganism,Yamalo-Nenets Autonomous Okrug,2021,2.0,0.4,False
Hooliganism,Chelyabinsk Oblast,2021,45.0,1.3,False
Hooliganism,Altai Republic,2021,2.0,0.9,False
Hooliganism,Republic of Buryatia,2021,15.0,1.5,False
Hooliganism,Tuva Republic,2021,4.0,1.2,False
Hooliganism,Republic of Khakassia,2021,5.0,0.9,False
Hooliganism,Altai Krai,2021,3.0,0.1,False
Hooliganism,Zabaykalsky Krai,2021,11.0,1.1,False
Hooliganism,Krasnoyarsk Krai,2021,26.0,0.9,False
Hooliganism,Irkutsk Oblast,2021,18.0,0.8,False
Hooliganism,Kemerovo Oblast,2021,10.0,0.4,False
Hooliganism,Novosibirsk Oblast,2021,35.0,1.2,False
Hooliganism,Omsk Oblast,2021,3.0,0.2,False
Hooliganism,Tomsk Oblast,2021,3.0,0.3,False
Hooliganism,Sakha (Yakutia) Republic,2021,22.0,2.2,False
Hooliganism,Kamchatka Krai,2021,0.0,0.0,False
Hooliganism,Primorsky Krai,2021,17.0,0.9,False
Hooliganism,Khabarovsk Krai,2021,12.0,0.9,False
Hooliganism,Amur Oblast,2021,13.0,1.7,False
Hooliganism,Magadan Oblast,2021,2.0,1.5,False
Hooliganism,Sakhalin Oblast,2021,12.0,2.6,False
Hooliganism,Jewish Autonomous Oblast,2021,3.0,2.0,False
Hooliganism,Chukotka Autonomous Okrug,2021,0.0,0.0,False
Crimes in the Sphere of Economic Activity,Russian Federation,2021,117707.0,79.8,True
Crimes in the Sphere of Economic Activity,Belgorod Oblast,2021,674.0,43.6,False
Crimes in the Sphere of Economic Activity,Bryansk Oblast,2021,975.0,82.7,False
Crimes in the Sphere of Economic Activity,Vladimir Oblast,2021,938.0,69.0,False
Crimes in the Sphere of Economic Activity,Voronezh Oblast,2021,1462.0,63.0,False
Crimes in the Sphere of Economic Activity,Ivanovo Oblast,2021,571.0,60.8,False
Crimes in the Sphere of Economic Activity,Kaluga Oblast,2021,726.0,68.7,False
Crimes in the Sphere of Economic Activity,Kostroma Oblast,2021,481.0,81.6,False
Crimes in the Sphere of Economic Activity,Kursk Oblast,2021,790.0,72.4,False
Crimes in the Sphere of Economic Activity,Lipetsk Oblast,2021,629.0,54.7,False
Crimes in the Sphere of Economic Activity,Moscow Oblast,2021,4049.0,48.0,False
Crimes in the Sphere of Economic Activity,Oryol Oblast,2021,577.0,80.0,False
Crimes in the Sphere of Economic Activity,Ryazan Oblast,2021,827.0,74.5,False
Crimes in the Sphere of Economic Activity,Smolensk Oblast,2021,765.0,85.0,False
Crimes in the Sphere of Economic Activity,Tambov Oblast,2021,672.0,67.7,False
Crimes in the Sphere of Economic Activity,Tver Oblast,2021,715.0,57.6,False
Crimes in the Sphere of Economic Activity,Tula Oblast,2021,1021.0,67.7,False
Crimes in the Sphere of Economic Activity,Yaroslavl Oblast,2021,700.0,57.3,False
Crimes in the Sphere of Economic Activity,Moscow,2021,11518.0,88.7,False
Crimes in the Sphere of Economic Activity,Republic of Karelia,2021,467.0,86.2,False
Crimes in the Sphere of Economic Activity,Komi Republic,2021,679.0,90.5,False
Crimes in the Sphere of Economic Activity,Arkhangelsk Oblast,2021,872.0,87.6,False
Crimes in the Sphere of Economic Activity,Nenets Autonomous Okrug,2021,199.0,478.8,False
Crimes in the Sphere of Economic Activity,Vologda Oblast,2021,1142.0,99.3,False
Crimes in the Sphere of Economic Activity,Kaliningrad Oblast,2021,659.0,64.5,False
Crimes in the Sphere of Economic Activity,Leningrad Oblast,2021,899.0,45.5,False
Crimes in the Sphere of Economic Activity,Murmansk Oblast,2021,441.0,65.0,False
Crimes in the Sphere of Economic Activity,Novgorod Oblast,2021,545.0,92.6,False
Crimes in the Sphere of Economic Activity,Pskov Oblast,2021,330.0,54.5,False
Crimes in the Sphere of Economic Activity,Saint Petersburg,2021,3101.0,55.5,False
Crimes in the Sphere of Economic Activity,Republic of Dagestan,2021,2242.0,70.8,False
Crimes in the Sphere of Economic Activity,Republic of Ingushetia,2021,219.0,43.5,False
Crimes in the Sphere of Economic Activity,Kabardino-Balkar Republic,2021,631.0,70.1,False
Crimes in the Sphere of Economic Activity,Karachay-Cherkess Republic,2021,403.0,85.7,False
Crimes in the Sphere of Economic Activity,Republic of North Ossetia-Alania,2021,909.0,131.6,False
Crimes in the Sphere of Economic Activity,Chechen Republic,2021,654.0,43.7,False
Crimes in the Sphere of Economic Activity,Stavropol Krai,2021,2704.0,93.1,False
Crimes in the Sphere of Economic Activity,Republic of Adygea,2021,360.0,73.4,False
Crimes in the Sphere of Economic Activity,Republic of Kalmykia,2021,174.0,64.7,False
Crimes in the Sphere of Economic Activity,Republic of Crimea,2021,1022.0,52.9,False
Crimes in the Sphere of Economic Activity,Krasnodar Krai,2021,4964.0,85.4,False
Crimes in the Sphere of Economic Activity,Astrakhan Oblast,2021,1055.0,108.9,False
Crimes in the Sphere of Economic Activity,Volgograd Oblast,2021,2148.0,85.5,False
Crimes in the Sphere of Economic Activity,Rostov Oblast,2021,3396.0,80.5,False
Crimes in the Sphere of Economic Activity,Sevastopol,2021,330.0,62.1,False
Crimes in the Sphere of Economic Activity,Republic of Bashkortostan,2021,2544.0,62.1,False
Crimes in the Sphere of Economic Activity,Mari El Republic,2021,463.0,68.1,False
Crimes in the Sphere of Economic Activity,Republic of Mordovia,2021,852.0,108.0,False
Crimes in the Sphere of Economic Activity,Republic of Tatarstan,2021,2905.0,72.7,False
Crimes in the Sphere of Economic Activity,Udmurt Republic,2021,1269.0,86.9,False
Crimes in the Sphere of Economic Activity,Chuvash Republic,2021,928.0,77.7,False
Crimes in the Sphere of Economic Activity,Perm Krai,2021,1844.0,72.3,False
Crimes in the Sphere of Economic Activity,Kirov Oblast,2021,863.0,73.6,False
Crimes in the Sphere of Economic Activity,Nizhny Novgorod Oblast,2021,2589.0,82.3,False
Crimes in the Sphere of Economic Activity,Orenburg Oblast,2021,1198.0,63.7,False
Crimes in the Sphere of Economic Activity,Penza Oblast,2021,688.0,53.8,False
Crimes in the Sphere of Economic Activity,Samara Oblast,2021,3512.0,110.3,False
Crimes in the Sphere of Economic Activity,Saratov Oblast,2021,1831.0,74.5,False
Crimes in the Sphere of Economic Activity,Ulyanovsk Oblast,2021,883.0,73.2,False
Crimes in the Sphere of Economic Activity,Kurgan Oblast,2021,635.0,80.5,False
Crimes in the Sphere of Economic Activity,Sverdlovsk Oblast,2021,2744.0,64.0,False
Crimes in the Sphere of Economic Activity,Tyumen Oblast,2021,1364.0,85.8,False
Crimes in the Sphere of Economic Activity,Khanty–Mansi Autonomous Okrug – Yugra,2021,1175.0,69.2,False
Crimes in the Sphere of Economic Activity,Yamalo-Nenets Autonomous Okrug,2021,374.0,73.5,False
Crimes in the Sphere of Economic Activity,Chelyabinsk Oblast,2021,2860.0,83.0,False
Crimes in the Sphere of Economic Activity,Altai Republic,2021,337.0,159.6,False
Crimes in the Sphere of Economic Activity,Republic of Buryatia,2021,886.0,90.3,False
Crimes in the Sphere of Economic Activity,Tuva Republic,2021,205.0,61.4,False
Crimes in the Sphere of Economic Activity,Republic of Khakassia,2021,352.0,65.6,False
Crimes in the Sphere of Economic Activity,Altai Krai,2021,1250.0,57.0,False
Crimes in the Sphere of Economic Activity,Zabaykalsky Krai,2021,666.0,65.6,False
Crimes in the Sphere of Economic Activity,Krasnoyarsk Krai,2021,1785.0,62.4,False
Crimes in the Sphere of Economic Activity,Irkutsk Oblast,2021,1400.0,58.8,False
Crimes in the Sphere of Economic Activity,Kemerovo Oblast,2021,1367.0,52.1,False
Crimes in the Sphere of Economic Activity,Novosibirsk Oblast,2021,2219.0,79.2,False
Crimes in the Sphere of Economic Activity,Omsk Oblast,2021,1588.0,84.6,False
Crimes in the Sphere of Economic Activity,Tomsk Oblast,2021,913.0,85.7,False
Crimes in the Sphere of Economic Activity,Sakha (Yakutia) Republic,2021,862.0,87.3,False
Crimes in the Sphere of Economic Activity,Kamchatka Krai,2021,310.0,105.7,False
Crimes in the Sphere of Economic Activity,Primorsky Krai,2021,1512.0,81.4,False
Crimes in the Sphere of Economic Activity,Khabarovsk Krai,2021,764.0,59.0,False
Crimes in the Sphere of Economic Activity,Amur Oblast,2021,473.0,61.1,False
Crimes in the Sphere of Economic Activity,Magadan Oblast,2021,145.0,105.6,False
Crimes in the Sphere of Economic Activity,Sakhalin Oblast,2021,378.0,80.6,False
Crimes in the Sphere of Economic Activity,Jewish Autonomous Oblast,2021,98.0,64.2,False
Crimes in the Sphere of Economic Activity,Chukotka Autonomous Okrug,2021,57.0,119.8,False
Murder,Russian Federation,2022,7567.0,5.1,True
Murder,Belgorod Oblast,2022,101.0,6.6,False
Murder,Bryansk Oblast,2022,58.0,5.0,False
Murder,Vladimir Oblast,2022,54.0,4.0,False
Murder,Voronezh Oblast,2022,86.0,3.7,False
Murder,Ivanovo Oblast,2022,36.0,3.9,False
Murder,Kaluga Oblast,2022,45.0,4.2,False
Murder,Kostroma Oblast,2022,36.0,6.2,False
Murder,Kursk Oblast,2022,88.0,8.2,False
Murder,Lipetsk Oblast,2022,44.0,3.9,False
Murder,Moscow Oblast,2022,341.0,4.0,False
Murder,Oryol Oblast,2022,30.0,4.2,False
Murder,Ryazan Oblast,2022,50.0,4.6,False
Murder,Smolensk Oblast,2022,50.0,5.6,False
Murder,Tambov Oblast,2022,44.0,4.5,False
Murder,Tver Oblast,2022,80.0,6.5,False
Murder,Tula Oblast,2022,55.0,3.7,False
Murder,Yaroslavl Oblast,2022,62.0,5.1,False
Murder,Moscow,2022,409.0,3.1,False
Murder,Republic of Karelia,2022,58.0,10.9,False
Murder,Komi Republic,2022,69.0,9.4,False
Murder,Arkhangelsk Oblast,2022,112.0,11.5,False
Murder,Nenets Autonomous Okrug,2022,3.0,7.2,False
Murder,Vologda Oblast,2022,74.0,6.5,False
Murder,Kaliningrad Oblast,2022,30.0,2.9,False
Murder,Leningrad Oblast,2022,97.0,4.8,False
Murder,Murmansk Oblast,2022,36.0,5.4,False
Murder,Novgorod Oblast,2022,35.0,6.0,False
Murder,Pskov Oblast,2022,24.0,4.0,False
Murder,Saint Petersburg,2022,133.0,2.4,False
Murder,Republic of Dagestan,2022,50.0,1.6,False
Murder,Republic of Ingushetia,2022,15.0,2.9,False
Murder,Kabardino-Balkar Republic,2022,26.0,2.9,False
Murder,Karachay-Cherkess Republic,2022,14.0,3.0,False
Murder,Republic of North Ossetia-Alania,2022,14.0,2.0,False
Murder,Chechen Republic,2022,18.0,1.2,False
Murder,Stavropol Krai,2022,80.0,2.8,False
Murder,Republic of Adygea,2022,16.0,3.2,False
Murder,Republic of Kalmykia,2022,19.0,7.1,False
Murder,Republic of Crimea,2022,70.0,3.6,False
Murder,Krasnodar Krai,2022,206.0,3.5,False
Murder,Astrakhan Oblast,2022,28.0,2.9,False
Murder,Volgograd Oblast,2022,92.0,3.7,False
Murder,Rostov Oblast,2022,113.0,2.7,False
Murder,Sevastopol,2022,19.0,3.5,False
Murder,Republic of Bashkortostan,2022,202.0,4.9,False
Murder,Mari El Republic,2022,41.0,6.1,False
Murder,Republic of Mordovia,2022,15.0,1.9,False
Murder,Republic of Tatarstan,2022,202.0,5.0,False
Murder,Udmurt Republic,2022,50.0,3.5,False
Murder,Chuvash Republic,2022,35.0,3.0,False
Murder,Perm Krai,2022,180.0,7.1,False
Murder,Kirov Oblast,2022,61.0,5.3,False
Murder,Nizhny Novgorod Oblast,2022,159.0,5.1,False
Murder,Orenburg Oblast,2022,90.0,4.8,False
Murder,Penza Oblast,2022,48.0,3.8,False
Murder,Samara Oblast,2022,101.0,3.2,False
Murder,Saratov Oblast,2022,98.0,4.0,False
Murder,Ulyanovsk Oblast,2022,79.0,6.6,False
Murder,Kurgan Oblast,2022,70.0,9.1,False
Murder,Sverdlovsk Oblast,2022,228.0,5.3,False
Murder,Tyumen Oblast,2022,88.0,5.5,False
Murder,Khanty–Mansi Autonomous Okrug – Yugra,2022,66.0,3.9,False
Murder,Yamalo-Nenets Autonomous Okrug,2022,38.0,7.4,False
Murder,Chelyabinsk Oblast,2022,164.0,4.8,False
Murder,Altai Republic,2022,19.0,9.0,False
Murder,Republic of Buryatia,2022,173.0,17.7,False
Murder,Tuva Republic,2022,109.0,32.4,False
Murder,Republic of Khakassia,2022,34.0,6.4,False
Murder,Altai Krai,2022,127.0,5.9,False
Murder,Zabaykalsky Krai,2022,150.0,15.0,False
Murder,Krasnoyarsk Krai,2022,220.0,7.7,False
Murder,Irkutsk Oblast,2022,247.0,10.5,False
Murder,Kemerovo Oblast,2022,196.0,7.6,False
Murder,Novosibirsk Oblast,2022,126.0,4.5,False
Murder,Omsk Oblast,2022,76.0,4.1,False
Murder,Tomsk Oblast,2022,45.0,4.2,False
Murder,Sakha (Yakutia) Republic,2022,109.0,10.9,False
Murder,Kamchatka Krai,2022,23.0,7.9,False
Murder,Primorsky Krai,2022,147.0,8.0,False
Murder,Khabarovsk Krai,2022,128.0,9.9,False
Murder,Amur Oblast,2022,97.0,12.7,False
Murder,Magadan Oblast,2022,14.0,10.3,False
Murder,Sakhalin Oblast,2022,34.0,7.3,False
Murder,Jewish Autonomous Oblast,2022,25.0,16.7,False
Murder,Chukotka Autonomous Okrug,2022,9.0,18.8,False
Intentional Bodily Harm,Russian Federation,2022,17388.0,11.8,True
Intentional Bodily Harm,Belgorod Oblast,2022,131.0,8.5,False
Intentional Bodily Harm,Bryansk Oblast,2022,119.0,10.2,False
Intentional Bodily Harm,Vladimir Oblast,2022,168.0,12.5,False
Intentional Bodily Harm,Voronezh Oblast,2022,183.0,7.9,False
Intentional Bodily Harm,Ivanovo Oblast,2022,112.0,12.1,False
Intentional Bodily Harm,Kaluga Oblast,2022,130.0,12.1,False
Intentional Bodily Harm,Kostroma Oblast,2022,55.0,9.5,False
Intentional Bodily Harm,Kursk Oblast,2022,100.0,9.3,False
