Type of crime,Region,Year,The number of crimes,The number of crimes (cases per 100.000 population),is_federal_level
Robbery without violence,Zabaykalsky Krai,2010,1733.0,156.3,False
Robbery without violence,Krasnoyarsk Krai,2010,4220.0,149.0,False
Robbery without violence,Irkutsk Oblast,2010,6944.0,284.5,False
Robbery without violence,Kemerovo Oblast,2010,6199.0,223.6,False
Robbery without violence,Novosibirsk Oblast,2010,4590.0,172.5,False
Robbery without violence,Omsk Oblast,2010,1635.0,82.4,False
Robbery without violence,Tomsk Oblast,2010,2838.0,272.8,False
Robbery without violence,Sakha (Yakutia) Republic,2010,1278.0,133.4,False
Robbery without violence,Kamchatka Krai,2010,145.0,44.9,False
Robbery without violence,Primorsky Krai,2010,3322.0,169.0,False
Robbery without violence,Khabarovsk Krai,2010,2607.0,193.2,False
Robbery without violence,Amur Oblast,2010,1222.0,146.4,False
Robbery without violence,Magadan Oblast,2010,139.0,87.4,False
Robbery without violence,Sakhalin Oblast,2010,505.0,100.7,False
Robbery without violence,Jewish Autonomous Oblast,2010,209.0,117.7,False
Robbery without violence,Chukotka Autonomous Okrug,2010,17.0,33.2,False
Robbery with violence,Russian Federation,2010,24537.0,17.2,True
Robbery with violence,Belgorod Oblast,2010,98.0,6.4,False
Robbery with violence,Bryansk Oblast,2010,148.0,11.5,False
Robbery with violence,Vladimir Oblast,2010,276.0,19.0,False
Robbery with violence,Voronezh Oblast,2010,247.0,10.6,False
Robbery with violence,Ivanovo Oblast,2010,176.0,16.5,False
Robbery with violence,Kaluga Oblast,2010,182.0,17.9,False
Robbery with violence,Kostroma Oblast,2010,75.0,11.1,False
Robbery with violence,Kursk Oblast,2010,121.0,10.7,False
Robbery with violence,Lipetsk Oblast,2010,82.0,7.0,False
Robbery with violence,Moscow Oblast,2010,1429.0,20.3,False
Robbery with violence,Oryol Oblast,2010,75.0,9.5,False
Robbery with violence,Ryazan Oblast,2010,97.0,8.3,False
Robbery with violence,Smolensk Oblast,2010,181.0,18.2,False
Robbery with violence,Tambov Oblast,2010,64.0,5.8,False
Robbery with violence,Tver Oblast,2010,300.0,22.0,False
Robbery with violence,Tula Oblast,2010,187.0,12.0,False
Robbery with violence,Yaroslavl Oblast,2010,292.0,22.8,False
Robbery with violence,Moscow,2010,2872.0,25.2,False
Robbery with violence,Republic of Karelia,2010,79.0,12.2,False
Robbery with violence,Komi Republic,2010,116.0,12.7,False
Robbery with violence,Arkhangelsk Oblast,2010,246.0,20.6,False
Robbery with violence,Nenets Autonomous Okrug,2010,5.0,11.9,False
Robbery with violence,Vologda Oblast,2010,217.0,18.0,False
Robbery with violence,Kaliningrad Oblast,2010,133.0,14.2,False
Robbery with violence,Leningrad Oblast,2010,368.0,21.6,False
Robbery with violence,Murmansk Oblast,2010,89.0,11.1,False
Robbery with violence,Novgorod Oblast,2010,132.0,20.6,False
Robbery with violence,Pskov Oblast,2010,94.0,13.8,False
Robbery with violence,Saint Petersburg,2010,935.0,19.3,False
Robbery with violence,Republic of Dagestan,2010,127.0,4.4,False
Robbery with violence,Republic of Ingushetia,2010,26.0,6.3,False
Robbery with violence,Kabardino-Balkar Republic,2010,187.0,21.8,False
Robbery with violence,Karachay-Cherkess Republic,2010,63.0,13.3,False
Robbery with violence,Republic of North Ossetia-Alania,2010,66.0,9.3,False
Robbery with violence,Chechen Republic,2010,37.0,3.0,False
Robbery with violence,Stavropol Krai,2010,417.0,15.0,False
Robbery with violence,Republic of Adygea,2010,35.0,8.0,False
Robbery with violence,Republic of Kalmykia,2010,20.0,6.9,False
Robbery with violence,Republic of Crimea,2010,,,False
Robbery with violence,Krasnodar Krai,2010,494.0,9.5,False
Robbery with violence,Astrakhan Oblast,2010,209.0,20.7,False
Robbery with violence,Volgograd Oblast,2010,357.0,13.7,False
Robbery with violence,Rostov Oblast,2010,544.0,12.7,False
Robbery with violence,Sevastopol,2010,,,False
Robbery with violence,Republic of Bashkortostan,2010,404.0,9.9,False
Robbery with violence,Mari El Republic,2010,86.0,12.3,False
Robbery with violence,Republic of Mordovia,2010,60.0,7.1,False
Robbery with violence,Republic of Tatarstan,2010,452.0,11.9,False
Robbery with violence,Udmurt Republic,2010,319.0,20.9,False
Robbery with violence,Chuvash Republic,2010,122.0,9.7,False
Robbery with violence,Perm Krai,2010,726.0,27.4,False
Robbery with violence,Kirov Oblast,2010,131.0,9.7,False
Robbery with violence,Nizhny Novgorod Oblast,2010,558.0,16.8,False
Robbery with violence,Orenburg Oblast,2010,207.0,10.1,False
Robbery with violence,Penza Oblast,2010,78.0,5.6,False
Robbery with violence,Samara Oblast,2010,826.0,25.6,False
Robbery with violence,Saratov Oblast,2010,290.0,11.4,False
Robbery with violence,Ulyanovsk Oblast,2010,246.0,18.9,False
Robbery with violence,Kurgan Oblast,2010,118.0,12.8,False
Robbery with violence,Sverdlovsk Oblast,2010,780.0,18.1,False
Robbery with violence,Tyumen Oblast,2010,311.0,23.3,False
Robbery with violence,Khanty–Mansi Autonomous Okrug – Yugra,2010,225.0,14.8,False
Robbery with violence,Yamalo-Nenets Autonomous Okrug,2010,37.0,7.1,False
Robbery with violence,Chelyabinsk Oblast,2010,657.0,18.9,False
Robbery with violence,Altai Republic,2010,30.0,14.6,False
Robbery with violence,Republic of Buryatia,2010,128.0,13.2,False
Robbery with violence,Tuva Republic,2010,101.0,32.9,False
Robbery with violence,Republic of Khakassia,2010,50.0,9.4,False
Robbery with violence,Altai Krai,2010,234.0,9.6,False
Robbery with violence,Zabaykalsky Krai,2010,339.0,30.6,False
Robbery with violence,Krasnoyarsk Krai,2010,567.0,20.0,False
Robbery with violence,Irkutsk Oblast,2010,1042.0,42.7,False
Robbery with violence,Kemerovo Oblast,2010,862.0,31.1,False
Robbery with violence,Novosibirsk Oblast,2010,778.0,29.2,False
Robbery with violence,Omsk Oblast,2010,280.0,14.1,False
Robbery with violence,Tomsk Oblast,2010,190.0,18.3,False
Robbery with violence,Sakha (Yakutia) Republic,2010,164.0,17.1,False
Robbery with violence,Kamchatka Krai,2010,27.0,8.4,False
Robbery with violence,Primorsky Krai,2010,494.0,25.1,False
Robbery with violence,Khabarovsk Krai,2010,189.0,14.0,False
Robbery with violence,Amur Oblast,2010,126.0,15.1,False
Robbery with violence,Magadan Oblast,2010,19.0,11.9,False
Robbery with violence,Sakhalin Oblast,2010,59.0,11.8,False
Robbery with violence,Jewish Autonomous Oblast,2010,23.0,13.0,False
Robbery with violence,Chukotka Autonomous Okrug,2010,3.0,5.9,False
Extortion,Russian Federation,2010,6575.0,4.6,True
Extortion,Belgorod Oblast,2010,30.0,2.0,False
Extortion,Bryansk Oblast,2010,28.0,2.2,False
Extortion,Vladimir Oblast,2010,56.0,3.9,False
Extortion,Voronezh Oblast,2010,33.0,1.4,False
Extortion,Ivanovo Oblast,2010,41.0,3.8,False
Extortion,Kaluga Oblast,2010,35.0,3.4,False
Extortion,Kostroma Oblast,2010,38.0,5.6,False
Extortion,Kursk Oblast,2010,25.0,2.2,False
Extortion,Lipetsk Oblast,2010,12.0,1.0,False
Extortion,Moscow Oblast,2010,150.0,2.1,False
Extortion,Oryol Oblast,2010,17.0,2.1,False
Extortion,Ryazan Oblast,2010,1.0,0.1,False
Extortion,Smolensk Oblast,2010,93.0,9.4,False
Extortion,Tambov Oblast,2010,12.0,1.1,False
Extortion,Tver Oblast,2010,36.0,2.6,False
Extortion,Tula Oblast,2010,35.0,2.2,False
Extortion,Yaroslavl Oblast,2010,43.0,3.4,False
Extortion,Moscow,2010,234.0,2.1,False
Extortion,Republic of Karelia,2010,16.0,2.5,False
Extortion,Komi Republic,2010,101.0,11.1,False
Extortion,Arkhangelsk Oblast,2010,76.0,6.4,False
Extortion,Nenets Autonomous Okrug,2010,5.0,11.9,False
Extortion,Vologda Oblast,2010,65.0,5.4,False
Extortion,Kaliningrad Oblast,2010,28.0,3.0,False
Extortion,Leningrad Oblast,2010,71.0,4.2,False
Extortion,Murmansk Oblast,2010,38.0,4.8,False
Extortion,Novgorod Oblast,2010,16.0,2.5,False
Extortion,Pskov Oblast,2010,21.0,3.1,False
Extortion,Saint Petersburg,2010,159.0,3.3,False
Extortion,Republic of Dagestan,2010,44.0,1.5,False
Extortion,Republic of Ingushetia,2010,0.0,0.0,False
Extortion,Kabardino-Balkar Republic,2010,38.0,4.4,False
Extortion,Karachay-Cherkess Republic,2010,16.0,3.4,False
Extortion,Republic of North Ossetia-Alania,2010,6.0,0.8,False
Extortion,Chechen Republic,2010,8.0,0.6,False
Extortion,Stavropol Krai,2010,106.0,3.8,False
Extortion,Republic of Adygea,2010,11.0,2.5,False
Extortion,Republic of Kalmykia,2010,38.0,13.1,False
Extortion,Republic of Crimea,2010,,,False
Extortion,Krasnodar Krai,2010,119.0,2.3,False
Extortion,Astrakhan Oblast,2010,48.0,4.7,False
Extortion,Volgograd Oblast,2010,97.0,3.7,False
Extortion,Rostov Oblast,2010,70.0,1.6,False
Extortion,Sevastopol,2010,,,False
Extortion,Republic of Bashkortostan,2010,242.0,5.9,False
Extortion,Mari El Republic,2010,74.0,10.6,False
Extortion,Republic of Mordovia,2010,33.0,3.9,False
Extortion,Republic of Tatarstan,2010,186.0,4.9,False
Extortion,Udmurt Republic,2010,169.0,11.1,False
Extortion,Chuvash Republic,2010,146.0,11.6,False
Extortion,Perm Krai,2010,269.0,10.2,False
Extortion,Kirov Oblast,2010,43.0,3.2,False
Extortion,Nizhny Novgorod Oblast,2010,177.0,5.3,False
Extortion,Orenburg Oblast,2010,87.0,4.3,False
Extortion,Penza Oblast,2010,32.0,2.3,False
Extortion,Samara Oblast,2010,191.0,5.9,False
Extortion,Saratov Oblast,2010,52.0,2.1,False
Extortion,Ulyanovsk Oblast,2010,69.0,5.3,False
Extortion,Kurgan Oblast,2010,78.0,8.5,False
Extortion,Sverdlovsk Oblast,2010,275.0,6.4,False
Extortion,Tyumen Oblast,2010,70.0,5.2,False
Extortion,Khanty–Mansi Autonomous Okrug – Yugra,2010,150.0,9.9,False
Extortion,Yamalo-Nenets Autonomous Okrug,2010,22.0,4.2,False
Extortion,Chelyabinsk Oblast,2010,120.0,3.4,False
Extortion,Altai Republic,2010,9.0,4.4,False
Extortion,Republic of Buryatia,2010,96.0,9.9,False
Extortion,Tuva Republic,2010,12.0,3.9,False
Extortion,Republic of Khakassia,2010,18.0,3.4,False
Extortion,Altai Krai,2010,57.0,2.3,False
Extortion,Zabaykalsky Krai,2010,118.0,10.6,False
Extortion,Krasnoyarsk Krai,2010,136.0,4.8,False
Extortion,Irkutsk Oblast,2010,159.0,6.5,False
Extortion,Kemerovo Oblast,2010,115.0,4.1,False
Extortion,Novosibirsk Oblast,2010,152.0,5.7,False
Extortion,Omsk Oblast,2010,32.0,1.6,False
Extortion,Tomsk Oblast,2010,79.0,7.6,False
Extortion,Sakha (Yakutia) Republic,2010,48.0,5.0,False
Extortion,Kamchatka Krai,2010,10.0,3.1,False
Extortion,Primorsky Krai,2010,138.0,7.0,False
Extortion,Khabarovsk Krai,2010,82.0,6.1,False
Extortion,Amur Oblast,2010,30.0,3.6,False
Extortion,Magadan Oblast,2010,6.0,3.8,False
Extortion,Sakhalin Oblast,2010,11.0,2.2,False
Extortion,Jewish Autonomous Oblast,2010,6.0,3.4,False
Extortion,Chukotka Autonomous Okrug,2010,1.0,2.0,False
Hooliganism,Russian Federation,2010,7219.0,5.1,True
Hooliganism,Belgorod Oblast,2010,21.0,1.4,False
Hooliganism,Bryansk Oblast,2010,59.0,4.6,False
Hooliganism,Vladimir Oblast,2010,62.0,4.3,False
Hooliganism,Voronezh Oblast,2010,40.0,1.7,False
Hooliganism,Ivanovo Oblast,2010,48.0,4.5,False
Hooliganism,Kaluga Oblast,2010,25.0,2.5,False
Hooliganism,Kostroma Oblast,2010,18.0,2.7,False
Hooliganism,Kursk Oblast,2010,10.0,0.9,False
Hooliganism,Lipetsk Oblast,2010,28.0,2.4,False
Hooliganism,Moscow Oblast,2010,406.0,5.8,False
Hooliganism,Oryol Oblast,2010,73.0,9.2,False
Hooliganism,Ryazan Oblast,2010,7.0,0.6,False
Hooliganism,Smolensk Oblast,2010,138.0,13.9,False
Hooliganism,Tambov Oblast,2010,58.0,5.3,False
Hooliganism,Tver Oblast,2010,92.0,6.7,False
Hooliganism,Tula Oblast,2010,32.0,2.0,False
Hooliganism,Yaroslavl Oblast,2010,16.0,1.2,False
Hooliganism,Moscow,2010,1174.0,10.3,False
Hooliganism,Republic of Karelia,2010,25.0,3.9,False
Hooliganism,Komi Republic,2010,66.0,7.2,False
Hooliganism,Arkhangelsk Oblast,2010,36.0,3.0,False
Hooliganism,Nenets Autonomous Okrug,2010,5.0,11.9,False
Hooliganism,Vologda Oblast,2010,128.0,10.6,False
Hooliganism,Kaliningrad Oblast,2010,18.0,1.9,False
Hooliganism,Leningrad Oblast,2010,60.0,3.5,False
Hooliganism,Murmansk Oblast,2010,49.0,6.1,False
Hooliganism,Novgorod Oblast,2010,28.0,4.4,False
Hooliganism,Pskov Oblast,2010,16.0,2.3,False
Hooliganism,Saint Petersburg,2010,209.0,4.3,False
Hooliganism,Republic of Dagestan,2010,103.0,3.6,False
Hooliganism,Republic of Ingushetia,2010,30.0,7.3,False
Hooliganism,Kabardino-Balkar Republic,2010,38.0,4.4,False
Hooliganism,Karachay-Cherkess Republic,2010,19.0,4.0,False
Hooliganism,Republic of North Ossetia-Alania,2010,13.0,1.8,False
Hooliganism,Chechen Republic,2010,9.0,0.7,False
Hooliganism,Stavropol Krai,2010,175.0,6.3,False
Hooliganism,Republic of Adygea,2010,5.0,1.1,False
Hooliganism,Republic of Kalmykia,2010,29.0,10.0,False
Hooliganism,Republic of Crimea,2010,,,False
Hooliganism,Krasnodar Krai,2010,109.0,2.1,False
Hooliganism,Astrakhan Oblast,2010,61.0,6.0,False
Hooliganism,Volgograd Oblast,2010,147.0,5.6,False
Hooliganism,Rostov Oblast,2010,111.0,2.6,False
Hooliganism,Sevastopol,2010,,,False
Hooliganism,Republic of Bashkortostan,2010,188.0,4.6,False
Hooliganism,Mari El Republic,2010,72.0,10.3,False
Hooliganism,Republic of Mordovia,2010,16.0,1.9,False
Hooliganism,Republic of Tatarstan,2010,296.0,7.8,False
Hooliganism,Udmurt Republic,2010,96.0,6.3,False
Hooliganism,Chuvash Republic,2010,82.0,6.5,False
Hooliganism,Perm Krai,2010,110.0,4.2,False
Hooliganism,Kirov Oblast,2010,62.0,4.6,False
Hooliganism,Nizhny Novgorod Oblast,2010,80.0,2.4,False
Hooliganism,Orenburg Oblast,2010,45.0,2.2,False
Hooliganism,Penza Oblast,2010,9.0,0.6,False
Hooliganism,Samara Oblast,2010,213.0,6.6,False
Hooliganism,Saratov Oblast,2010,49.0,1.9,False
Hooliganism,Ulyanovsk Oblast,2010,57.0,4.4,False
Hooliganism,Kurgan Oblast,2010,158.0,17.2,False
Hooliganism,Sverdlovsk Oblast,2010,185.0,4.3,False
Hooliganism,Tyumen Oblast,2010,231.0,17.3,False
Hooliganism,Khanty–Mansi Autonomous Okrug – Yugra,2010,250.0,16.4,False
Hooliganism,Yamalo-Nenets Autonomous Okrug,2010,11.0,2.1,False
Hooliganism,Chelyabinsk Oblast,2010,206.0,5.9,False
Hooliganism,Altai Republic,2010,5.0,2.4,False
Hooliganism,Republic of Buryatia,2010,89.0,9.2,False
Hooliganism,Tuva Republic,2010,33.0,10.7,False
Hooliganism,Republic of Khakassia,2010,9.0,1.7,False
Hooliganism,Altai Krai,2010,12.0,0.5,False
Hooliganism,Zabaykalsky Krai,2010,30.0,2.7,False
Hooliganism,Krasnoyarsk Krai,2010,99.0,3.5,False
Hooliganism,Irkutsk Oblast,2010,180.0,7.4,False
Hooliganism,Kemerovo Oblast,2010,33.0,1.2,False
Hooliganism,Novosibirsk Oblast,2010,132.0,5.0,False
Hooliganism,Omsk Oblast,2010,30.0,1.5,False
Hooliganism,Tomsk Oblast,2010,9.0,0.9,False
Hooliganism,Sakha (Yakutia) Republic,2010,38.0,4.0,False
Hooliganism,Kamchatka Krai,2010,2.0,0.6,False
Hooliganism,Primorsky Krai,2010,102.0,5.2,False
Hooliganism,Khabarovsk Krai,2010,31.0,2.3,False
Hooliganism,Amur Oblast,2010,12.0,1.4,False
Hooliganism,Magadan Oblast,2010,1.0,0.6,False
Hooliganism,Sakhalin Oblast,2010,5.0,1.0,False
Hooliganism,Jewish Autonomous Oblast,2010,1.0,0.6,False
Hooliganism,Chukotka Autonomous Okrug,2010,1.0,2.0,False
Crimes in the Sphere of Economic Activity,Russian Federation,2010,276435.0,193.5,True
Crimes in the Sphere of Economic Activity,Belgorod Oblast,2010,2438.0,159.2,False
Crimes in the Sphere of Economic Activity,Bryansk Oblast,2010,2881.0,223.9,False
Crimes in the Sphere of Economic Activity,Vladimir Oblast,2010,3117.0,215.0,False
Crimes in the Sphere of Economic Activity,Voronezh Oblast,2010,3543.0,151.7,False
Crimes in the Sphere of Economic Activity,Ivanovo Oblast,2010,2591.0,242.7,False
Crimes in the Sphere of Economic Activity,Kaluga Oblast,2010,2815.0,277.3,False
Crimes in the Sphere of Economic Activity,Kostroma Oblast,2010,1612.0,239.5,False
Crimes in the Sphere of Economic Activity,Kursk Oblast,2010,2170.0,191.2,False
Crimes in the Sphere of Economic Activity,Lipetsk Oblast,2010,2073.0,176.1,False
Crimes in the Sphere of Economic Activity,Moscow Oblast,2010,16314.0,232.3,False
Crimes in the Sphere of Economic Activity,Oryol Oblast,2010,2229.0,281.0,False
Crimes in the Sphere of Economic Activity,Ryazan Oblast,2010,2026.0,174.4,False
Crimes in the Sphere of Economic Activity,Smolensk Oblast,2010,3493.0,351.8,False
Crimes in the Sphere of Economic Activity,Tambov Oblast,2010,1854.0,168.6,False
Crimes in the Sphere of Economic Activity,Tver Oblast,2010,2743.0,200.9,False
Crimes in the Sphere of Economic Activity,Tula Oblast,2010,2642.0,168.9,False
Crimes in the Sphere of Economic Activity,Yaroslavl Oblast,2010,1692.0,132.2,False
Crimes in the Sphere of Economic Activity,Moscow,2010,14721.0,129.3,False
Crimes in the Sphere of Economic Activity,Republic of Karelia,2010,1696.0,261.4,False
Crimes in the Sphere of Economic Activity,Komi Republic,2010,1554.0,170.4,False
Crimes in the Sphere of Economic Activity,Arkhangelsk Oblast,2010,2009.0,168.1,False
Crimes in the Sphere of Economic Activity,Nenets Autonomous Okrug,2010,76.0,180.5,False
Crimes in the Sphere of Economic Activity,Vologda Oblast,2010,2114.0,174.9,False
Crimes in the Sphere of Economic Activity,Kaliningrad Oblast,2010,2306.0,245.7,False
Crimes in the Sphere of Economic Activity,Leningrad Oblast,2010,3350.0,196.5,False
Crimes in the Sphere of Economic Activity,Murmansk Oblast,2010,1186.0,148.3,False
Crimes in the Sphere of Economic Activity,Novgorod Oblast,2010,1526.0,238.6,False
Crimes in the Sphere of Economic Activity,Pskov Oblast,2010,1117.0,163.8,False
Crimes in the Sphere of Economic Activity,Saint Petersburg,2010,7034.0,145.5,False
Crimes in the Sphere of Economic Activity,Republic of Dagestan,2010,2315.0,80.7,False
Crimes in the Sphere of Economic Activity,Republic of Ingushetia,2010,226.0,54.9,False
Crimes in the Sphere of Economic Activity,Kabardino-Balkar Republic,2010,1385.0,161.1,False
Crimes in the Sphere of Economic Activity,Karachay-Cherkess Republic,2010,840.0,177.3,False
Crimes in the Sphere of Economic Activity,Republic of North Ossetia-Alania,2010,1322.0,185.7,False
Crimes in the Sphere of Economic Activity,Chechen Republic,2010,685.0,54.8,False
Crimes in the Sphere of Economic Activity,Stavropol Krai,2010,5054.0,181.9,False
Crimes in the Sphere of Economic Activity,Republic of Adygea,2010,603.0,137.1,False
Crimes in the Sphere of Economic Activity,Republic of Kalmykia,2010,833.0,287.6,False
Crimes in the Sphere of Economic Activity,Republic of Crimea,2010,,,False
Crimes in the Sphere of Economic Activity,Krasnodar Krai,2010,6104.0,117.1,False
Crimes in the Sphere of Economic Activity,Astrakhan Oblast,2010,6693.0,661.9,False
Crimes in the Sphere of Economic Activity,Volgograd Oblast,2010,6927.0,265.0,False
Crimes in the Sphere of Economic Activity,Rostov Oblast,2010,6746.0,157.4,False
Crimes in the Sphere of Economic Activity,Sevastopol,2010,,,False
Crimes in the Sphere of Economic Activity,Republic of Bashkortostan,2010,7499.0,184.3,False
Crimes in the Sphere of Economic Activity,Mari El Republic,2010,1056.0,151.0,False
Crimes in the Sphere of Economic Activity,Republic of Mordovia,2010,2308.0,275.0,False
Crimes in the Sphere of Economic Activity,Republic of Tatarstan,2010,4820.0,127.4,False
Crimes in the Sphere of Economic Activity,Udmurt Republic,2010,2827.0,185.4,False
Crimes in the Sphere of Economic Activity,Chuvash Republic,2010,2800.0,223.0,False
Crimes in the Sphere of Economic Activity,Perm Krai,2010,3511.0,132.6,False
Crimes in the Sphere of Economic Activity,Kirov Oblast,2010,1782.0,131.7,False
Crimes in the Sphere of Economic Activity,Nizhny Novgorod Oblast,2010,9797.0,294.5,False
Crimes in the Sphere of Economic Activity,Orenburg Oblast,2010,2594.0,127.0,False
Crimes in the Sphere of Economic Activity,Penza Oblast,2010,2102.0,151.0,False
Crimes in the Sphere of Economic Activity,Samara Oblast,2010,4455.0,138.3,False
Crimes in the Sphere of Economic Activity,Saratov Oblast,2010,3424.0,135.0,False
Crimes in the Sphere of Economic Activity,Ulyanovsk Oblast,2010,1775.0,136.4,False
Crimes in the Sphere of Economic Activity,Kurgan Oblast,2010,1627.0,177.1,False
Crimes in the Sphere of Economic Activity,Sverdlovsk Oblast,2010,7609.0,176.6,False
Crimes in the Sphere of Economic Activity,Tyumen Oblast,2010,3631.0,272.3,False
Crimes in the Sphere of Economic Activity,Khanty–Mansi Autonomous Okrug – Yugra,2010,3369.0,221.5,False
Crimes in the Sphere of Economic Activity,Yamalo-Nenets Autonomous Okrug,2010,1318.0,251.5,False
Crimes in the Sphere of Economic Activity,Chelyabinsk Oblast,2010,8825.0,253.5,False
Crimes in the Sphere of Economic Activity,Altai Republic,2010,340.0,165.5,False
Crimes in the Sphere of Economic Activity,Republic of Buryatia,2010,1197.0,123.4,False
Crimes in the Sphere of Economic Activity,Tuva Republic,2010,386.0,125.6,False
Crimes in the Sphere of Economic Activity,Republic of Khakassia,2010,563.0,105.7,False
